image_pair,ssim
fire-2582-_png.rf.8d49167088570c759fca3a60f5011216.jpg vs fire-2584-_png.rf.ed58a1bea58df8f754c1e54d2f5b5716.jpg,0.5616443778340026
fire-2584-_png.rf.ed58a1bea58df8f754c1e54d2f5b5716.jpg vs fire-2588-_png.rf.6380f10ff8a889cfe515490826c0dc4e.jpg,0.5523552156923888
fire-2588-_png.rf.6380f10ff8a889cfe515490826c0dc4e.jpg vs fire-2592-_png.rf.16c76c22c0cfcdbba111265082b67a43.jpg,0.6263912049862398
fire-2592-_png.rf.16c76c22c0cfcdbba111265082b67a43.jpg vs fire-2617-_png.rf.a9b51e442126145fffd8429c5b60e61a.jpg,0.4100781268319423
fire-2617-_png.rf.a9b51e442126145fffd8429c5b60e61a.jpg vs fire-2620-_png.rf.694146fb4a54a4a83c2cdc895d4931e8.jpg,0.29688320195738666
fire-2620-_png.rf.694146fb4a54a4a83c2cdc895d4931e8.jpg vs fire-2623-_png.rf.a60a8a15fdfcd83d7fbb7d7444a857d1.jpg,0.27096986137400253
fire-2623-_png.rf.a60a8a15fdfcd83d7fbb7d7444a857d1.jpg vs fire-2627-_png.rf.cbcfe86b44fbc59dd8d19333d30d0ea8.jpg,0.30459567132096554
fire-2627-_png.rf.cbcfe86b44fbc59dd8d19333d30d0ea8.jpg vs fire-263-_png.rf.e5dc8ab6fbef755f5c806c72c5498b1b.jpg,0.11508616361890242
fire-263-_png.rf.e5dc8ab6fbef755f5c806c72c5498b1b.jpg vs fire-2646-_png.rf.a3b470d904bf2ec70e4781e09be54036.jpg,0.12508115023268343
fire-2646-_png.rf.a3b470d904bf2ec70e4781e09be54036.jpg vs fire-265-_png.rf.7507ef16329ba5c0cb26aef6fb2728cc.jpg,0.10026004651309661
